State,FileID,PromptID,DocID,Temp,ThreadID,HeadScore,ExScoreP,ExScoreR,ExScoreF1,UT,UT1,UT2
S,5,3,1,0.4,thread_z7YOhRGJ0cQjUkGxog9Mboo2,1.0,-0.004,-0.173,-0.088,1.000,1.000,1.000
S,5,3,1,0.4,thread_Rb5psHc5NvVovXBBEX9QjVpl,1.0,0.031,0.071,0.052,1.000,1.000,1.000
S,5,3,1,0.4,thread_2JCbF3mQuAfwjqRfJ6cPpXRY,0.0,-0.106,-0.019,-0.061,0.000,0.000,0.000
S,5,3,1,0.4,thread_RhUYr515PIYOWyijOhfBUrfM,1.0,0.002,-0.141,-0.069,1.000,1.000,1.000
S,5,3,1,0.4,thread_JpgAGVFwgTUhZgmvtMvN2MhW,0.0,0.091,-0.124,-0.017,0.000,0.000,0.000
S,5,3,1,0.4,thread_OkAs5dtLmLEuLmUg7bXNMXD6,1.0,0.027,-0.054,-0.012,1.000,1.000,1.000
I,0,3,2,0.4,thread_J5IGRIcpZ33gpAdthx7kZuhs,1.0,0.146,-0.178,-0.020,0.000,0.000,0.000
I,0,3,2,0.4,thread_Cgnr0zJynUXvrJbyyzoAwyxl,1.0,0.044,-0.647,-0.325,0.400,0.333,0.500
I,0,3,2,0.4,thread_hOl39QtrFelfDq9h5qUZXgco,1.0,0.063,-0.370,-0.162,0.400,0.333,0.500
I,0,3,2,0.4,thread_LPfSU4aWxU4ebyCmsOZJNAep,0.0,0.022,-0.093,-0.035,0.000,0.000,0.000
I,0,3,2,0.4,thread_DnrybDF6cSlipd1fMjkZHjRu,1.0,0.133,-0.326,-0.105,0.100,0.167,0.071
I,0,3,2,0.4,thread_UyEDpCeMN8pBDNLblfS6pWrC,1.0,0.039,-0.800,-0.417,0.400,0.333,0.500
I,0,3,2,0.4,thread_PGQ0dNG3K78tZnhHiGUpV7fe,0.0,0.032,-0.223,-0.097,0.000,0.000,0.000
I,0,3,2,0.4,thread_o1f8Q5rVnKYB8ji8yIm5V7sM,1.0,0.089,-0.191,-0.053,0.182,0.167,0.200
I,0,3,2,0.4,thread_r3wy6z7rtGzxsJNIfZBb1DyB,0.0,0.022,-0.122,-0.050,0.000,0.000,0.000
I,0,3,2,0.4,thread_NsjwGsKv5PuZxkRYjdNQk1AH,1.0,0.094,-0.475,-0.206,0.000,0.000,0.000
I,1,3,2,0.4,thread_JOoMndBr12UWOOhs8wENibFE,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_EAmkl2rcpHI1CVIXUe6t4k5N,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_0YX9C4sznFYXUXV0gH8r2td8,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_UYUeFI1FsxQsGhFPMJKVnp84,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_X8D95h15gkQSc7hDOalhgZB9,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_DUIALQJT3V6S4nEVuomVIWbp,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_VHJgkCeXwqhykdGDbcTqXRHp,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_IgNs4aR7glVfLi7AvwuVLRYQ,1.0,0.244,-0.412,-0.104,0.727,0.571,1.000
I,1,3,2,0.4,thread_QES6zhnSrlShCJUtxNhXaAQZ,1.0,0.232,-0.398,-0.102,0.727,0.571,1.000
I,1,3,2,0.4,thread_yO7LXb4Xnz5IKSaoWfJzo6RM,1.0,0.218,-0.399,-0.108,0.727,0.571,1.000
I,2,3,2,0.4,thread_oIydvBAnUtUZHxU4VAXjL5cZ,1.0,0.079,-0.352,-0.145,0.000,0.000,0.000
I,2,3,2,0.4,thread_vpZIi18y0zw1lEVnRooYNulu,1.0,0.027,-0.447,-0.220,0.923,1.000,0.857
I,2,3,2,0.4,thread_ilbJTNrt8Q8GpXeU6hF4JfRC,1.0,0.100,-0.278,-0.095,0.182,0.167,0.200
I,2,3,2,0.4,thread_7Z0SNZpDxORv3lPLqBoercSJ,0.0,0.020,-0.161,-0.071,0.000,0.000,0.000
I,2,3,2,0.4,thread_Zq0i8nIZE9PodBrs21oGxYRD,1.0,0.041,-0.415,-0.196,0.909,0.833,1.000
I,2,3,2,0.4,thread_Z5xWu3v2eaodj2d4DIAem71w,1.0,0.044,-0.239,-0.100,0.182,0.167,0.200
I,2,3,2,0.4,thread_OrW6zQKdI9BCCByQMw8SArCd,1.0,0.035,-0.398,-0.189,0.909,0.833,1.000
I,2,3,2,0.4,thread_riLvpljDVwgpLTFFzU248TsY,1.0,-0.006,-0.531,-0.281,0.909,0.833,1.000
I,2,3,2,0.4,thread_olRr8sNQfMxTrepARRhLbSIU,1.0,0.069,-0.183,-0.059,0.154,0.167,0.143
I,2,3,2,0.4,thread_nBhSzHlze4pLf4vVOPbAhzq6,1.0,0.078,-0.313,-0.124,0.667,0.500,1.000
I,3,3,2,0.4,thread_1ou1GXdeYUQF1Qqe2pjs8tOq,1.0,0.123,-0.222,-0.054,0.000,0.000,0.000
I,3,3,2,0.4,thread_oi8zKx5Tdnvagq72Uh6IOKcD,1.0,0.090,-0.106,-0.008,0.286,0.167,1.000
I,3,3,2,0.4,thread_9IYEbkILOtf1YNxxEWkklUX8,1.0,0.105,-0.273,-0.090,0.500,0.333,1.000
I,3,3,2,0.4,thread_UCehT5I7yBMfPqPrjRMqpUoR,1.0,0.094,-0.331,-0.126,0.667,0.500,1.000
